No,デッキ,デッキ内番号,ファイル名,表示語句(front),収録テキスト,読み(参考),意味(参考)
1465,数字,51,suuji_051.mp3,６００００,６００００,,ろくまん
1466,数字,52,suuji_052.mp3,７００００,７００００,,ななまん
1467,数字,53,suuji_053.mp3,８００００,８００００,,はちまん
1468,数字,54,suuji_054.mp3,９００００,９００００,,きゅうまん
1469,数字,55,suuji_055.mp3,"１００,０００","１００,０００",,じゅうまん
1470,曜日,1,youbi_001.mp3,月曜日,月曜日,げつようび,Monday
1471,曜日,2,youbi_002.mp3,火曜日,火曜日,かようび,Tuesday
1472,曜日,3,youbi_003.mp3,水曜日,水曜日,すいようび,Wednesday
1473,曜日,4,youbi_004.mp3,木曜日,木曜日,もくようび,Thursday
1474,曜日,5,youbi_005.mp3,金曜日,金曜日,きんようび,Friday
1475,曜日,6,youbi_006.mp3,土曜日,土曜日,どようび,Saturday
1476,曜日,7,youbi_007.mp3,日曜日,日曜日,にちようび,Sunday
1477,曜日,8,youbi_008.mp3,週,週,しゅう,week
1478,曜日,9,youbi_009.mp3,一週間,一週間,いっしゅうかん,for 1 week
1479,曜日,10,youbi_010.mp3,１週,１週,いっしゅう,1 week
1480,曜日,11,youbi_011.mp3,今週,今週,こんしゅう,this week
1481,曜日,12,youbi_012.mp3,先週,先週,せんしゅう,last week
1482,曜日,13,youbi_013.mp3,来週,来週,らいしゅう,next week
